"lon","lat"
86.65166015625,26.460302734375
86.75166015625,26.460302734375
87.15166015625,26.460302734375
87.25166015625,26.460302734375
87.35166015625,26.460302734375
87.45166015625,26.460302734375
87.55166015625,26.460302734375
87.65166015625,26.460302734375
87.75166015625,26.460302734375
87.85166015625,26.460302734375
87.95166015625,26.460302734375
88.05166015625,26.460302734375
86.45166015625,26.560302734375
86.55166015625,26.560302734375
86.65166015625,26.560302734375
86.75166015625,26.560302734375
86.85166015625,26.560302734375
86.95166015625,26.560302734375
87.05166015625,26.560302734375
87.15166015625,26.560302734375
87.25166015625,26.560302734375
87.35166015625,26.560302734375
87.45166015625,26.560302734375
87.55166015625,26.560302734375
87.65166015625,26.560302734375
87.75166015625,26.560302734375
87.85166015625,26.560302734375
87.95166015625,26.560302734375
88.05166015625,26.560302734375
85.75166015625,26.660302734375
85.85166015625,26.660302734375
85.95166015625,26.660302734375
86.05166015625,26.660302734375
86.15166015625,26.660302734375
86.25166015625,26.660302734375
86.35166015625,26.660302734375
86.45166015625,26.660302734375
86.55166015625,26.660302734375
86.65166015625,26.660302734375
86.75166015625,26.660302734375
86.85166015625,26.660302734375
86.95166015625,26.660302734375
87.05166015625,26.660302734375
87.15166015625,26.660302734375
87.25166015625,26.660302734375
87.35166015625,26.660302734375
87.45166015625,26.660302734375
87.55166015625,26.660302734375
87.65166015625,26.660302734375
87.75166015625,26.660302734375
87.85166015625,26.660302734375
87.95166015625,26.660302734375
88.05166015625,26.660302734375
85.25166015625,26.760302734375
85.75166015625,26.760302734375
85.85166015625,26.760302734375
85.95166015625,26.760302734375
86.05166015625,26.760302734375
86.15166015625,26.760302734375
86.25166015625,26.760302734375
86.35166015625,26.760302734375
86.45166015625,26.760302734375
86.55166015625,26.760302734375
86.65166015625,26.760302734375
86.75166015625,26.760302734375
86.85166015625,26.760302734375
86.95166015625,26.760302734375
87.05166015625,26.760302734375
87.15166015625,26.760302734375
87.25166015625,26.760302734375
87.35166015625,26.760302734375
87.45166015625,26.760302734375
87.55166015625,26.760302734375
87.65166015625,26.760302734375
87.75166015625,26.760302734375
87.85166015625,26.760302734375
87.95166015625,26.760302734375
88.05166015625,26.760302734375
88.15166015625,26.760302734375
85.15166015625,26.860302734375
85.25166015625,26.860302734375
85.35166015625,26.860302734375
85.45166015625,26.860302734375
85.55166015625,26.860302734375
85.65166015625,26.860302734375
85.75166015625,26.860302734375
85.85166015625,26.860302734375
85.95166015625,26.860302734375
86.05166015625,26.860302734375
86.15166015625,26.860302734375
86.25166015625,26.860302734375
