time,latitude,longitude,precip
UTC,degrees_north,degrees_east,mm/day
2013-01-01T00:00:00Z,29.324997,80.57501,0.0
2013-01-02T00:00:00Z,29.324997,80.57501,0.0
2013-01-03T00:00:00Z,29.324997,80.57501,0.0
2013-01-04T00:00:00Z,29.324997,80.57501,0.0
2013-01-05T00:00:00Z,29.324997,80.57501,0.0
2013-01-06T00:00:00Z,29.324997,80.57501,0.0
2013-01-07T00:00:00Z,29.324997,80.57501,0.0
2013-01-08T00:00:00Z,29.324997,80.57501,0.0
2013-01-09T00:00:00Z,29.324997,80.57501,0.0
2013-01-10T00:00:00Z,29.324997,80.57501,0.0
2013-01-11T00:00:00Z,29.324997,80.57501,0.0
2013-01-12T00:00:00Z,29.324997,80.57501,0.0
2013-01-13T00:00:00Z,29.324997,80.57501,0.0
2013-01-14T00:00:00Z,29.324997,80.57501,0.0
2013-01-15T00:00:00Z,29.324997,80.57501,0.0
2013-01-16T00:00:00Z,29.324997,80.57501,0.0
2013-01-17T00:00:00Z,29.324997,80.57501,7.052547
2013-01-18T00:00:00Z,29.324997,80.57501,35.262737
2013-01-19T00:00:00Z,29.324997,80.57501,0.0
2013-01-20T00:00:00Z,29.324997,80.57501,0.0
2013-01-21T00:00:00Z,29.324997,80.57501,0.0
2013-01-22T00:00:00Z,29.324997,80.57501,0.0
2013-01-23T00:00:00Z,29.324997,80.57501,0.0
2013-01-24T00:00:00Z,29.324997,80.57501,0.0
2013-01-25T00:00:00Z,29.324997,80.57501,0.0
2013-01-26T00:00:00Z,29.324997,80.57501,0.0
2013-01-27T00:00:00Z,29.324997,80.57501,0.0
2013-01-28T00:00:00Z,29.324997,80.57501,0.0
2013-01-29T00:00:00Z,29.324997,80.57501,0.0
2013-01-30T00:00:00Z,29.324997,80.57501,0.0
2013-01-31T00:00:00Z,29.324997,80.57501,0.0
2013-02-01T00:00:00Z,29.324997,80.57501,0.0
2013-02-02T00:00:00Z,29.324997,80.57501,18.816069
2013-02-03T00:00:00Z,29.324997,80.57501,0.0
2013-02-04T00:00:00Z,29.324997,80.57501,18.816069
2013-02-05T00:00:00Z,29.324997,80.57501,37.632137
2013-02-06T00:00:00Z,29.324997,80.57501,0.0
2013-02-07T00:00:00Z,29.324997,80.57501,0.0
2013-02-08T00:00:00Z,29.324997,80.57501,0.0
2013-02-09T00:00:00Z,29.324997,80.57501,0.0
2013-02-10T00:00:00Z,29.324997,80.57501,0.0
2013-02-11T00:00:00Z,29.324997,80.57501,0.0
2013-02-12T00:00:00Z,29.324997,80.57501,7.0982504
2013-02-13T00:00:00Z,29.324997,80.57501,0.0
2013-02-14T00:00:00Z,29.324997,80.57501,0.0
2013-02-15T00:00:00Z,29.324997,80.57501,14.196501
2013-02-16T00:00:00Z,29.324997,80.57501,75.22874
2013-02-17T00:00:00Z,29.324997,80.57501,0.0
2013-02-18T00:00:00Z,29.324997,80.57501,0.0
2013-02-19T00:00:00Z,29.324997,80.57501,0.0
2013-02-20T00:00:00Z,29.324997,80.57501,0.0
2013-02-21T00:00:00Z,29.324997,80.57501,0.0
2013-02-22T00:00:00Z,29.324997,80.57501,0.0
2013-02-23T00:00:00Z,29.324997,80.57501,37.483475
2013-02-24T00:00:00Z,29.324997,80.57501,0.0
2013-02-25T00:00:00Z,29.324997,80.57501,0.0
2013-02-26T00:00:00Z,29.324997,80.57501,0.0
2013-02-27T00:00:00Z,29.324997,80.57501,0.0
2013-02-28T00:00:00Z,29.324997,80.57501,0.0
2013-03-01T00:00:00Z,29.324997,80.57501,0.0
2013-03-02T00:00:00Z,29.324997,80.57501,0.0
2013-03-03T00:00:00Z,29.324997,80.57501,0.0
2013-03-04T00:00:00Z,29.324997,80.57501,0.0
2013-03-05T00:00:00Z,29.324997,80.57501,0.0
2013-03-06T00:00:00Z,29.324997,80.57501,0.0
2013-03-07T00:00:00Z,29.324997,80.57501,0.0
2013-03-08T00:00:00Z,29.324997,80.57501,0.0
2013-03-09T00:00:00Z,29.324997,80.57501,0.0
2013-03-10T00:00:00Z,29.324997,80.57501,7.0547867
2013-03-11T00:00:00Z,29.324997,80.57501,0.0
2013-03-12T00:00:00Z,29.324997,80.57501,0.0
2013-03-13T00:00:00Z,29.324997,80.57501,0.0
2013-03-14T00:00:00Z,29.324997,80.57501,10.378996
2013-03-15T00:00:00Z,29.324997,80.57501,0.0
2013-03-16T00:00:00Z,29.324997,80.57501,9.280308
2013-03-17T00:00:00Z,29.324997,80.57501,0.0
2013-03-18T00:00:00Z,29.324997,80.57501,0.0
2013-03-19T00:00:00Z,29.324997,80.57501,0.0
2013-03-20T00:00:00Z,29.324997,80.57501,0.0
2013-03-21T00:00:00Z,29.324997,80.57501,0.0
2013-03-22T00:00:00Z,29.324997,80.57501,0.0
2013-03-23T00:00:00Z,29.324997,80.57501,0.0
2013-03-24T00:00:00Z,29.324997,80.57501,12.073986
2013-03-25T00:00:00Z,29.324997,80.57501,0.0
2013-03-26T00:00:00Z,29.324997,80.57501,0.0
2013-03-27T00:00:00Z,29.324997,80.57501,0.0
2013-03-28T00:00:00Z,29.324997,80.57501,0.0
2013-03-29T00:00:00Z,29.324997,80.57501,0.0
2013-03-30T00:00:00Z,29.324997,80.57501,0.0
2013-03-31T00:00:00Z,29.324997,80.57501,17.147123
2013-04-01T00:00:00Z,29.324997,80.57501,0.0
2013-04-02T00:00:00Z,29.324997,80.57501,0.0
2013-04-03T00:00:00Z,29.324997,80.57501,0.0
2013-04-04T00:00:00Z,29.324997,80.57501,0.0
2013-04-05T00:00:00Z,29.324997,80.57501,0.0
2013-04-06T00:00:00Z,29.324997,80.57501,0.0
2013-04-07T00:00:00Z,29.324997,80.57501,0.0
2013-04-08T00:00:00Z,29.324997,80.57501,0.0
2013-04-09T00:00:00Z,29.324997,80.57501,0.0
2013-04-10T00:00:00Z,29.324997,80.57501,0.0
2013-04-11T00:00:00Z,29.324997,80.57501,0.0
2013-04-12T00:00:00Z,29.324997,80.57501,0.0
2013-04-13T00:00:00Z,29.324997,80.57501,0.0
2013-04-14T00:00:00Z,29.324997,80.57501,9.703546
2013-04-15T00:00:00Z,29.324997,80.57501,0.0
2013-04-16T00:00:00Z,29.324997,80.57501,2.7910879
2013-04-17T00:00:00Z,29.324997,80.57501,2.7910879
2013-04-18T00:00:00Z,29.324997,80.57501,0.0
2013-04-19T00:00:00Z,29.324997,80.57501,0.0
2013-04-20T00:00:00Z,29.324997,80.57501,16.746529
2013-04-21T00:00:00Z,29.324997,80.57501,0.0
2013-04-22T00:00:00Z,29.324997,80.57501,0.0
2013-04-23T00:00:00Z,29.324997,80.57501,9.712146
2013-04-24T00:00:00Z,29.324997,80.57501,0.0
2013-04-25T00:00:00Z,29.324997,80.57501,0.0
2013-04-26T00:00:00Z,29.324997,80.57501,6.0069275
2013-04-27T00:00:00Z,29.324997,80.57501,0.0
2013-04-28T00:00:00Z,29.324997,80.57501,0.0
2013-04-29T00:00:00Z,29.324997,80.57501,0.0
2013-04-30T00:00:00Z,29.324997,80.57501,0.0
2013-05-01T00:00:00Z,29.324997,80.57501,0.0
2013-05-02T00:00:00Z,29.324997,80.57501,0.0
2013-05-03T00:00:00Z,29.324997,80.57501,0.0
2013-05-04T00:00:00Z,29.324997,80.57501,0.0
2013-05-05T00:00:00Z,29.324997,80.57501,8.073987
2013-05-06T00:00:00Z,29.324997,80.57501,10.7743225
2013-05-07T00:00:00Z,29.324997,80.57501,0.0
2013-05-08T00:00:00Z,29.324997,80.57501,0.0
2013-05-09T00:00:00Z,29.324997,80.57501,0.0
2013-05-10T00:00:00Z,29.324997,80.57501,0.0
2013-05-11T00:00:00Z,29.324997,80.57501,0.0
2013-05-12T00:00:00Z,29.324997,80.57501,10.683654
2013-05-13T00:00:00Z,29.324997,80.57501,0.0
2013-05-14T00:00:00Z,29.324997,80.57501,0.0
2013-05-15T00:00:00Z,29.324997,80.57501,0.0
2013-05-16T00:00:00Z,29.324997,80.57501,7.5428963
2013-05-17T00:00:00Z,29.324997,80.57501,3.0705407
2013-05-18T00:00:00Z,29.324997,80.57501,0.0
2013-05-19T00:00:00Z,29.324997,80.57501,0.0
2013-05-20T00:00:00Z,29.324997,80.57501,0.0
2013-05-21T00:00:00Z,29.324997,80.57501,0.0
2013-05-22T00:00:00Z,29.324997,80.57501,5.795937
2013-05-23T00:00:00Z,29.324997,80.57501,0.0
2013-05-24T00:00:00Z,29.324997,80.57501,0.0
2013-05-25T00:00:00Z,29.324997,80.57501,6.250025
2013-05-26T00:00:00Z,29.324997,80.57501,0.0
2013-05-27T00:00:00Z,29.324997,80.57501,0.0
2013-05-28T00:00:00Z,29.324997,80.57501,0.0
2013-05-29T00:00:00Z,29.324997,80.57501,0.0
2013-05-30T00:00:00Z,29.324997,80.57501,0.0
2013-05-31T00:00:00Z,29.324997,80.57501,20.911175
2013-06-01T00:00:00Z,29.324997,80.57501,0.0
2013-06-02T00:00:00Z,29.324997,80.57501,0.0
2013-06-03T00:00:00Z,29.324997,80.57501,0.0
2013-06-04T00:00:00Z,29.324997,80.57501,0.0
2013-06-05T00:00:00Z,29.324997,80.57501,11.84727
2013-06-06T00:00:00Z,29.324997,80.57501,0.0
2013-06-07T00:00:00Z,29.324997,80.57501,0.0
2013-06-08T00:00:00Z,29.324997,80.57501,0.0
2013-06-09T00:00:00Z,29.324997,80.57501,0.0
2013-06-10T00:00:00Z,29.324997,80.57501,44.043797
2013-06-11T00:00:00Z,29.324997,80.57501,41.70663
2013-06-12T00:00:00Z,29.324997,80.57501,27.804422
2013-06-13T00:00:00Z,29.324997,80.57501,27.804422
2013-06-14T00:00:00Z,29.324997,80.57501,13.902211
2013-06-15T00:00:00Z,29.324997,80.57501,0.0
2013-06-16T00:00:00Z,29.324997,80.57501,38.34305
2013-06-17T00:00:00Z,29.324997,80.57501,134.20067
2013-06-18T00:00:00Z,29.324997,80.57501,19.171524
2013-06-19T00:00:00Z,29.324997,80.57501,0.0
2013-06-20T00:00:00Z,29.324997,80.57501,0.0
2013-06-21T00:00:00Z,29.324997,80.57501,0.0
2013-06-22T00:00:00Z,29.324997,80.57501,54.727814
2013-06-23T00:00:00Z,29.324997,80.57501,0.0
2013-06-24T00:00:00Z,29.324997,80.57501,41.04586
2013-06-25T00:00:00Z,29.324997,80.57501,41.04586
2013-06-26T00:00:00Z,29.324997,80.57501,0.0
2013-06-27T00:00:00Z,29.324997,80.57501,43.462494
2013-06-28T00:00:00Z,29.324997,80.57501,21.731247
